StartDate,EndDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q13,Q14,Q15,Q16,Q17,Q18,Q26,Q27,Q28,Q29,Q20,Q21,Q18.1,Q19
2026,2026,98,7ae12e01bc021886f55f76c0471ed4eff107ce90c15e52d92699b19f8ca5baa1,43.707300000000004,-90.1194,,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,8 or more days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,,,,
2026,2026,102,9d086fd605c9443a81702a5665dfce0dd6177fb127dc2b71c5e8d0273b938a61,43.141200000000005,-89.51379999999999,,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2026,2026,209,7f29086cfc4780ec5a6c4be9167413e6ef8a52be15c21f92e6d36de0a0156f58,43.1057,-88.923,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,,, Don't do things you don't want to do.,"I drive myself. I have my own space and freedom, and I can choose my own route and schedule without having to wait. Plus, I really enjoy driving."
2026,2026,258,be08c1d9cd33870842d60d6693705fda63983121551734f03030013ee16c1a2a,42.3625,-89.7791,,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Never,,0-1 days a month,1-2 rides in a typical day,Yes,Yes,,
2026,2026,631,78d72ac00bdcfe6c062fde60408e670fca7972020d4cb6b28a8e6be447692516,42.2025,-88.62910000000001,bf4756e1beed3bfe088d35f98ad71514b4763a73f38bf1e9f90b828a229221bf,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,Just remember that they are probably just as nervous as you are and that they are just a person like you. ,I prefer a car to get around because I like driving and it helps me to have the independence I like. If I was in a busy city like Chicago I would prefer a train or uber.
2026,2026,197,4070645cae630b2bdd916ec2a3fe2bdbabb8cbbf5a78a885272efbd50cadeec7,42.8925,-88.9391,bd1ca07886eb83a9dc25ecd6a7b5317f5ba8849bf229965b37482a70aeb09700,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,8 or more days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,Just be yourself! No one can blame you for being yourself. ,"I prefer to be able to drive, I like being in control of where I am going. "
2026,2026,313,8398972d3698f7b8e43f754236b08baa5f34f70eea391522052066dc2a2fafea,43.9725,-89.4291,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,Don’t overthink the conversation. The person you’re talking to isn’t judging you and is just wanting to get to know you.,If you’re trying to get around downtown Madison I would recommend taking the bus/walking. The bus in Madison is pretty reliable and it makes it less of a hassle to find parking. 
2026,2026,2907,93a99db2f77023426bb3810cc2f6e6737c844b9e807aa18dfe1cd527bb7a7c19,43.832499999999996,-88.6591,,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2-4 days a month,3-4 rides in a typical day,2-4 days a month,1-2 rides in a typical day,No,No,"I would tell my friend that it's completely normal to feel nervous when meeting new people. They could start with simple conversations, such as asking about hobbies or school, and remember that most people are friendly. The more they practice, the more confident they will become, so they shouldn't be too hard on themselves.","My ideal way to get around my city is by using a combination of the subway and walking. Public transportation is usually fast, affordable, and avoids traffic congestion, while walking allows me to enjoy the surroundings and get some exercise. This combination is convenient, environmentally friendly, and helps me save both time and money."
2026,2026,233,01a3b58bf2604c25dc7bbeff8f2fadf7964a8f73908092d08411850749300f01,43.302499999999995,-89.5691,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"I would tell them to try and connect to the person with something that the both of you enjoy -- better yet, ask or find out what they enjoy. Makes conversation much easier.",I prefer using the bus in Madison (response differs in every other city) because the city layout was made for pedestrians and buses. Drivers SUCK here.
2026,2026,118,403d3fe613e96a9e650a2bc81fa0a9fe08225d0d3438e36f02b7430b260c2c74,43.3125,-90.0991,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,8 or more days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,No,No,,
2026,2026,342,d462e840e63b069a009359affb73c4800cf83f9f902c51fcf1b5ffb156d511a7,42.872499999999995,-90.2891,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,8 or more days a month,7 or more rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,No,imagine the audiences are all your friends and they don't care if you make wrong,"WALK! I enjoy walking because it is simple, free, and good for my health. It also gives me a chance to enjoy the fresh air and see interesting places that I might miss if I traveled by car or bus. When the weather is nice, walking helps me relax and reduce stress.
"
2026,2026,352,60e98f8a67171ce05e98fdb87042e3992728cb7ac54eda70300c8ce33d07a21b,42.4925,-88.6591,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,8 or more days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,No,No,,
2026,2026,424,9bcbd7078a474cce2c7be78bbbd42bcd6661a7a65f684bee508f86a15b1965d7,42.1825,-88.6191,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,8 or more days a month,3-4 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"I try to find out as many interesting things about them as possible, so I look at each interaction as a chance to find something fascinating. I also remind myself many people do not feel comfortable talking to new people either, so my goal is always to make them as comfortable as possible.","I prefer biking because it's more convenient, faster, and easy to do when the weather is fair. When weather is not very conducive to biking, I prefer the bus to avoid dealing with parking and driving."
2026,2026,600,9fafc0a232991b03921720cd9ad19111e057ba6b97bac952bce520c8168be7fc,41.5583,-87.2217,,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,8 or more days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,No,No,Prepare in advance and practice more,"Take the bus, because it's convenient and not expensive"
2026,2026,2400,a56bc594abfd2317747bd49f4badcb0241977f8e033942ccba4755327508e49c,42.7425,-90.1691,,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,8 or more days a month,1-2 rides in a typical day,Never,,Yes,No,"I would tell them that if they believe that other people will perceive them as being uninteresting or weird, that other people aren't that concerned with finding out other people's negative qualities, and are just fine with meeting and talking to new people. They should try to have some confidence in order to help other people warm up to them. Confidence does not have to mean extreme extraversion or showboating, just try to act casual and that interacting with new people is normal for you.","I prefer using a car in my hometown. It is largely the most convenient option, since we have a car at home, and I have a driver's license. It is more difficult and complicated to get around my hometown by bus, since I do not know all of the bus routes, and I am not comfortable riding the bus with strangers."
2026,2026,653,6028760d9a2f1e00a30cd0aec1c6e98dbe06e76503e0c88ccec801d2815d195c,42.5605,-89.7223,,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,2-4 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,To take a second to calm down and to pretend they are talking to a family member or a close friend ,"My preference is by train or bus because it’s more environmentally friendly, it reduces the traffic and is generally faster than driving. "
2026,2026,3235,862caed6bfea62e3d1adae821d3cdbe34c2100d37509c8e6aa31e7254abf2b0d,42.641200000000005,-90.21379999999999,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,8 or more days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,No,No,"First advice is to take a deep breath, and the second is to remember that our main task is to share useful information, not to be afraid of making mistakes.","I prefer subway. Because it's fast, reliable, and avoids traffic jams."
2026,2026,109,00011d3477d611947cc75f09eaf8eeeb48d37b2165a30e8d3db17df7b9909879,38.8677,-105.7915,0b7b608e95ac791a2e561ebd34498c617e36ed73f4aff1a8e76c2392b5277447,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,I would advise them to treat the new people like a friend they already know.,"Biking is ideal because it is fun, I don't have to waste gas, and I don't need to wait on public transport."
2026,2026,99,25956c966e37c0e16faba7b095fb91859549904dddd22b5b5962b47a33ea0fa0,39.6522,-84.30099999999999,45d70188554e33e9b8f141f040769b3c4f0cfc25febe2cbb4cf137a2e9ca0113,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,2-4 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,I would tell them not that others are nervous too do don't stress too much and just be yourself.,I prefer to drive myself where I need to go since I am the one in control of driving.
2026,2026,110,2f070d5e925a4a523ca84054a1fc50b22a5a3e30f4d98b2013b151d257725ef4,54.2509,-2.1074,01ed97565030e4d13eba2ecba6f408ba9b1d77f47fa2cc7363c45f3f15796020,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"I would say just treat everyone the same. Try not to feel intimidated by them, they are just people, equal to you.","I think it is probably by train, just because I can relax and not have to think about being stuck in traffic or finding somewhere to park. It also puts you in the centre of the city."
2026,2026,116,9220a79d8aa8b11ed0fb43c4d7b616fef85bb8e8cd8b292eae584afdcc7ef137,35.6726,-81.4512,fd2146a6db13b5448283d92be645d200c305eeb1969770462866b704a64a7575,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"Just be yourself and dont worry so much, try and live in the moment. ","I like driving my own car, it feels more convenient and safer. "
2026,2026,132,4c9744a4e8415b9d674700392b453281bce396b453d86b0a482fd1d1abfc6830,51.460699999999996,0.8263,59bf206766decf1eb20587204ac50399cd688aea1260cc6eb0f918790cd1af7b,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,8 or more days a month,3-4 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,No,To treat the new person as someone they already know and that they also feel the same way about being nervous,A hybird of car and public transportation
2026,2026,133,390cef9cf6fa224e5411ee6759c150463aad6ade8b1ce049e65f3cb1aade0b08,36.9962,-80.49249999999999,2132c4e72843f510a097f2fd65a46eae103825791e5693723ff199b5b823d677,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"Relax and consider that they may be nervous too. Try to keep it light and easy, generic conversation topics.",I prefer to drive since there is limited public transit and is not walkable.
2026,2026,111,cdce2f4d342127b5a5d7ba93e35ff87b3504ec5543c75a85d8721a9511ffbf25,53.059599999999996,-3.4092000000000002,1e6048b8cb2fd2e0a5c12087943eba1ffa4676d5ec322bfa2489419dc52076a7,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"practice small talk, remember that thoughts are not facts","I've always been a walker and love walking wherever I can, as you get to discover newly opened shops/cafes/restaurants on your usual routes"
2026,2026,129,ceecb514dbd15a58a0c3799e14ff5fc617a72c56929c9fc707db6a06293b4413,43.191900000000004,-79.5265,e6bb6f36c36988d766236dc0290b1fcd6d21fb54d4872706802b1989ed91234a,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,8 or more days a month,5-6 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Not Sure,I would tell them that it’s also the new peoples first time talking to them so they are probably nervous too,I like the subway as it gets me where i need 
2026,2026,120,b2b28bf204263d79d4fdcb91d031f8b088ebd1c8ef4afab6648b37cc4b096f71,43.830799999999996,-78.9503,5b283a19c4dc3709e8dcd905f86fb60ecbfaeba073a36fd5a513e96bdc840449,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,Try to understand that everyone feels a bit nervous about new relationships.,"Walking. It's healthy, relaxing, good for the environment."
2026,2026,136,f085161a761aab388d07a962e0d37d29a02907640b21c51b948fc4ed0f660de5,53.158699999999996,-7.6366,9a6fb92d35a4765ddfc9e2b056d69bd5381851997e60bb445dab9237ab164ea6,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,4-8 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,That there is nothing wrong with that. Everyone is different.,Car is the best option as public transport is poor and not fit for purpose
2026,2026,120,e309395a7c07d9038e8f31d4e8b2c34402ed1942871adde5d903c26c9ca21ef3,42.7755,-80.2404,5a505b34a0db74683762d7eb6a42d436782a7504e2906a1f455c68ec96426651,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,0-1 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"Tell them to take a deep breath, relax, and try to be themselves. Talk about things they care about and are interested about, and take an interest in the other person. ","I would love to have automated cars everywhere similar to taxis. Hop in and be driven to my location, without having to spend the energy driving."
2026,2026,133,8f975dbed2683c1010d7de8ea59eea82c720f7b9d34a59598f1d1a65010e3b03,39.6699,-84.83970000000001,f5a66297007dc67c8321d56e0778fd9da5683c56fce8d5f619c6d0504fd77540,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Never,3-4 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,just pretend that you've known them for a while and have no expectations ,"I prefer to drive my own car in my city now because it is not busy. When I lived on a college campus, I preferred the bus "
2026,2026,117,cc64e97b0b03db1af358d98ce177adccb28521bdc8d08729ce01aa101280e45a,55.624,-3.1784,5651a3644c6d6b9d6ad01d4880b6599e3c7e2b821679f6100eba1a153142b3fe,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,No,Yes,Relax and remain calm and practice learning to communicate with others more often,Own car is the easiest way to get around the city
2026,2026,123,b9e86a65ba374e1657b4f4b26f2f9f5e4aa207e1106af57860f507270b5eb8c4,42.7806,-80.586,7eeadc2fe43a88ca42bcae1c060c01ea940649834194677d36307aa85e12a7c1,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,8 or more days a month,3-4 rides in a typical day,Never,1-2 rides in a typical day,No,No,"I would tell them to start with small talk to feel more comfortable, or try out some icebreakers. ","I prefer taking the subway over taking the bus or the streetcars, because it's more frequent and quicker, in my opinion. "
2026,2026,118,73494df8ceb552ae48ed3cbb0431b7939cb745376a6452e184c4daff877037b8,26.598100000000002,-79.9148,e5e4aa2160893c19db0f744bd4d5c0b16f613355754865fc64cb74a3ce757e6e,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,I would suggest that they imagine that they’re talking to a friend or family member and don’t worry about who they’re talking to,"Turn over the best way to get around in my town is either to drive or to take ride shift but when I need to go out of town, I generally take the public computer train"
2026,2026,131,d2799252d07367715aca920843ec50994b23a58c4d6c19d954f17c46b5718c5e,31.8384,-94.3998,601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"Take a deep breath, and just be yourself. Say what you feel. it isn't the end of the world.","If it's within walking distance, I'll walk. That way, I don't have to worry about getting stuck in traffic, or parking fees."
2026,2026,142,d2e912295879adf107a654b9b087389f3792c4848a332708938ed0a51185aef3,41.7453,-81.0566,2431de6253439a2a8dd040736a49ecd2bad6ce5b0d1527b7ac8284b7ac40f022,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,To remind yourself that the other person is probably just as nervous of you too.,I would love to live in a place with more reliable and convenient public transit so that I could get rid of my car entirely.
2026,2026,127,b4a984059aa61f029e2b2977062d27dde7daf883ebfd24e5217ed007b1ebd84d,40.7373,-76.73049999999999,521ca46d992001d9dd12507c1225f0d60011522447dff1998de289901dd2320d,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,I would tell them to just practice talking to strangers when you're out shopping and places like that. ,I prefer to drive. Its the quickest and easiest way for me.
2026,2026,152,2bcb6a9e48015ede55e08391b2c5e82899b0806d346f2b59cba893c6e0a2e009,52.378099999999996,0.5922,42be387ad79154b97cafefaaf464ac57dacca6663a0330a3ddb7073ab4d4bdfc,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,8 or more days a month,3-4 rides in a typical day,4-8 days a month,1-2 rides in a typical day,Yes,Yes,"I would tell them to take some deep breaths, and make sure they are relaxed before beginning the conversation. I would tell them to pretend like it is somebody they know already, and imagine they are talking to them the whole time, this will hopefully make them feel confident.","I think the best way to get around my city, is a public bus. The public bus allows you to see all the sighs, whilst you are on the trip, and it is also the quickest for me. "
2026,2026,154,ac28a9edba7eb0e343b1a023b030948db5a8a7fe77ea857ef38cdebcafb663db,34.468999999999994,-116.8759,5afc1630f8d98f719050c5da87a28bb1e43c7c9a735e2d28236346006d90b84c,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,2-4 days a month,3-4 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,I would tell them you only live once and most people are actually too busy thinking about themselves to be thinking about you.,"I really love to walk where it is walkable. The subway is cool as are the city bike rentals, however, there are not enough bike lanes. These modes are great because they help familiarize you with the city rather than just sitting closed off in a car all the time."
2026,2026,159,456ed78317f982b3a11bdafe38e110d8e03b0f533c18e8ed4139068d8e5b91b6,51.7791,-0.3183,07f5fb1f13ca54c4656dedc37180539cbd5ea3323ec2bd908295fb5b23c478b0,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,2-4 days a month,3-4 rides in a typical day,2-4 days a month,3-4 rides in a typical day,Yes,Yes,I would say to take a deep breath in and exhale. Do that a couple of times to bring tre anxity and stress levels down. Then wait for an opportunity to join the conversation and just get invovled.,"I enjoy walking becasue it allows me to feel and breath the city both the sights and sounds. Also use public transport becasue its quick, easy and cheap."
2026,2026,151,59fcbdad244fbc862dd1bd205b75e3cc38f24cb7873244662df65094b1df28ef,46.076699999999995,-76.2681,825dbdd367e3fe7a25594ec7f6e4a8bbcee2a669076ff9ff5f90ea3bb14eb16d,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,Yes,No,Remind them that they are just talking to other people;  and to try to be themselves. ,Rideshare because it's usually affordable and much safer than my city's transit currently. 
2026,2026,158,592d732faa1d898121f37071a4689001f2482364c1b99431c22f8590ed7fe5de,29.8957,-94.5414,da80c6ab9ad9ac3ae33a1edfd4ca1f2234b28adfaa50c5809b161e6f4e9db2f3,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,8 or more days a month,5-6 rides in a typical day,8 or more days a month,5-6 rides in a typical day,Yes,Yes,"To relax and not overthink it, since all you want to do is be your own self. ","The ideal way to get around the city is using the bus, since you don't have to fuel your car up and you don't have to check it to make sure it still works in the first place."
2026,2026,157,2804dfb57cc53037b3ee2c56264b37da92c0293899f11879a2bbdd35a145defd,42.5801,-72.0428,1503772a1dc4e9ef4aac2cc0d4e133c6f386270e0dcf9aab23731a81793fd08e,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,2-4 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"I would tell them to take deep breaths before a conversation and remember, other people are nervous as well, they are not alone. ",I prefer to drive my car when feasible but I will use public or private transportation when I feel it is a better option. 
2026,2026,187,743078abba2b7fcbecbb93e268df8f0acd773f5c79207a36fb021de5faf0817d,52.1145,-3.9975,3eebe5b3376e12915fe73703356e0637dadaaac3df3ff282b440816b09209668,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,2-4 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,that they are likely just as nervous and that being nervous wont enhance you in any way so just be you as thats the best you can be,it depends on where im going or doing but likely driving as its quicker and more convenient unless its really busy or i plan on being with friends in which we may enjoy walking
2026,2026,160,f6d2505eac3ecf4f73fda5409dd44f68f6630891b13c2c9f938a454c8ee4a93f,33.951600000000006,-118.0202,3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,4-8 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,No,Yes,I would tell them to try to be confident in how they feel about themselves and how they speak.,I take public transportation or my boyfriend drives me.
2026,2026,182,7eeb189dfedd387738b49c40ba98c4a045e3abada76f96118d79acd337e88e1a,33.470499999999994,-117.5835,9c877156fed133764fd93ac9c6f5878f744da84538c8e117200a2793b8b5a982,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,I would tell them that the other person is also slightly nervous as well and you both probably want to get to know each other in that moment.,"Living in America, my ideal way to get around is unfortunately driving a personal car. We do not have the right infrastructure for proper public transportation. "
